"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","總計","男生計","女生計","華語先修生男生","華語先修生女生","一年級男生","一年級女生","二年級男生","二年級女生","三年級男生","三年級女生","四年級男生","四年級女生","五年級男生","五年級女生","六年級男生","六年級女生","七年級男生","七年級女生","延修生男生","延修生女生","縣市名稱","體系別"
113,1006,中國文化大學,02152043,戲劇學系,D 日,M 碩士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,02152043,戲劇學系,D 日,B 學士,297,84,213,0,0,25,63,13,30,11,36,3,38,0,0,0,0,0,0,32,46,30 臺北市,1 一般
113,1006,中國文化大學,02221098,史學系,D 日,D 博士,50,32,18,0,0,2,3,3,2,2,3,4,2,3,1,4,0,14,7,0,0,30 臺北市,1 一般
113,1006,中國文化大學,02221098,史學系,D 日,M 碩士,31,24,7,0,0,4,2,4,0,7,1,3,1,3,1,3,2,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,02221098,史學系,D 日,B 學士,131,90,41,0,0,12,6,15,4,8,6,27,17,0,0,0,0,0,0,28,8,30 臺北市,1 一般
113,1006,中國文化大學,02231081,哲學系,D 日,D 博士,32,18,14,0,0,4,0,3,1,1,0,0,3,1,1,0,5,9,4,0,0,30 臺北市,1 一般
113,1006,中國文化大學,02231081,哲學系,D 日,M 碩士,10,9,1,0,0,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,02231081,哲學系,D 日,B 學士,108,63,45,0,0,12,7,4,8,8,7,18,11,0,0,0,0,0,0,21,12,30 臺北市,1 一般
113,1006,中國文化大學,02311010,韓國語文學系,D 日,M 碩士,42,5,37,0,0,0,7,2,4,0,12,2,5,0,5,1,4,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,02311010,韓國語文學系,D 日,B 學士,519,67,452,0,0,23,97,16,84,11,108,11,111,0,0,0,0,0,0,6,52,30 臺北市,1 一般
113,1006,中國文化大學,02311047,俄國語文學系,D 日,B 學士,61,19,42,0,0,0,0,2,2,6,10,2,13,0,0,0,0,0,0,9,17,30 臺北市,1 一般
113,1006,中國文化大學,02311052,英國語文學系,D 日,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,02311052,英國語文學系,D 日,B 學士,218,91,127,0,0,10,9,8,11,7,24,29,26,0,0,0,0,0,0,37,57,30 臺北市,1 一般
113,1006,中國文化大學,02311077,日本語文學系,D 日,M 碩士,21,9,12,0,0,1,3,2,3,2,5,4,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,02311077,日本語文學系,D 日,B 學士,440,201,239,0,0,28,35,45,35,31,35,43,63,0,0,0,0,0,0,54,71,30 臺北市,1 一般
113,1006,中國文化大學,02311079,德國語文學系,D 日,B 學士,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,30 臺北市,1 一般
113,1006,中國文化大學,02311089,法國語文學系,D 日,B 學士,127,21,106,0,0,4,14,3,19,5,14,4,24,0,0,0,0,0,0,5,35,30 臺北市,1 一般
113,1006,中國文化大學,02322001,中國文學系,D 日,D 博士,46,19,27,0,0,1,4,3,2,2,3,1,4,5,1,0,2,7,11,0,0,30 臺北市,1 一般
113,1006,中國文化大學,02322001,中國文學系,D 日,M 碩士,35,14,21,0,0,5,5,2,2,1,4,2,4,3,3,1,3,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,02322001,中國文學系,D 日,B 學士,323,130,193,0,0,9,18,13,26,12,38,39,54,0,0,0,0,0,0,57,57,30 臺北市,1 一般
113,1006,中國文化大學,03111099,經濟學系,D 日,M 碩士,13,8,5,0,0,3,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03111099,經濟學系,D 日,B 學士,228,151,77,0,0,18,3,22,12,29,15,57,37,0,0,0,0,0,0,25,10,30 臺北市,1 一般
113,1006,中國文化大學,03121011,國家發展與中國大陸研究所,D 日,D 博士,94,70,24,0,0,6,5,11,2,5,4,8,4,9,1,8,5,23,3,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03121011,國家發展與中國大陸研究所,D 日,M 碩士,48,23,25,0,0,6,6,1,8,7,7,4,2,3,2,2,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03121061,政治學系,D 日,D 博士,31,20,11,0,0,2,1,2,1,1,1,2,1,1,2,2,0,10,5,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03121061,政治學系,D 日,M 碩士,11,8,3,0,0,3,2,1,0,1,1,1,0,1,0,1,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03121061,政治學系,D 日,B 學士,119,77,42,0,0,17,7,7,4,11,4,24,13,0,0,0,0,0,0,18,14,30 臺北市,1 一般
113,1006,中國文化大學,03131004,心理輔導學系,D 日,M 碩士,118,31,87,0,0,9,23,7,19,5,21,1,10,2,9,7,5,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03131004,心理輔導學系,D 日,B 學士,277,88,189,0,0,20,64,18,39,21,38,14,40,0,0,0,0,0,0,15,8,30 臺北市,1 一般
113,1006,中國文化大學,03142087,地學研究所,D 日,D 博士,24,17,7,0,0,2,0,1,1,2,0,2,1,2,1,0,1,8,3,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03142087,地學研究所,D 日,M 碩士,49,28,21,0,0,7,6,9,5,4,3,4,3,1,2,3,2,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03142088,地理學系,D 日,B 學士,140,110,30,0,0,16,5,21,2,18,9,28,10,0,0,0,0,0,0,27,4,30 臺北市,1 一般
113,1006,中國文化大學,03199051,勞動暨人力資源學系,D 日,M 碩士,59,19,40,0,0,4,11,2,9,3,6,4,5,3,6,3,3,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03199051,勞動暨人力資源學系,D 日,B 學士,191,92,99,0,0,4,13,12,16,21,20,32,34,0,0,0,0,0,0,23,16,30 臺北市,1 一般
113,1006,中國文化大學,03211036,大眾傳播學系,D 日,B 學士,489,168,321,0,0,28,69,28,70,33,60,41,73,0,0,0,0,0,0,38,49,30 臺北市,1 一般
113,1006,中國文化大學,03212033,新聞學系,D 日,M 碩士,35,13,22,0,0,3,4,3,6,3,3,1,6,1,1,2,2,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03212033,新聞學系,D 日,B 學士,262,86,176,0,0,6,25,14,27,12,22,30,67,0,0,0,0,0,0,24,35,30 臺北市,1 一般
113,1006,中國文化大學,03214101,資訊傳播學系,D 日,M 碩士,28,12,16,0,0,5,5,3,3,1,1,1,4,0,1,2,2,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,03214101,資訊傳播學系,D 日,B 學士,327,143,184,0,0,18,27,21,29,34,41,43,65,0,0,0,0,0,0,27,22,30 臺北市,1 一般
113,1006,中國文化大學,04111065,會計學系,D 日,M 碩士,19,9,10,0,0,3,7,5,2,1,0,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04111065,會計學系,D 日,B 學士,260,124,136,0,0,25,14,22,13,17,38,38,58,0,0,0,0,0,0,22,13,30 臺北市,1 一般
113,1006,中國文化大學,04121037,財務金融學系,D 日,M 碩士,22,6,16,0,0,4,14,0,2,1,0,0,0,0,0,1,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04121037,財務金融學系,D 日,B 學士,533,315,218,0,0,63,37,57,31,54,47,86,77,0,0,0,0,0,0,55,26,30 臺北市,1 一般
113,1006,中國文化大學,04121037,財務金融學系,P 進,B 學士,73,40,33,0,0,0,0,3,4,5,8,11,10,0,0,0,0,0,0,21,11,30 臺北市,1 一般
113,1006,中國文化大學,04131015,國際企業管理學系,D 日,D 博士,82,39,43,0,0,8,5,4,5,6,5,2,7,4,8,4,6,11,7,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04131015,國際企業管理學系,D 日,M 碩士,47,21,26,0,0,5,16,6,5,4,2,3,2,0,1,3,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04131015,國際企業管理學系,D 日,B 學士,401,218,183,0,0,32,13,18,19,49,39,58,73,0,0,0,0,0,0,61,39,30 臺北市,1 一般
113,1006,中國文化大學,04131015,國際企業管理學系,N 職,M 碩士,77,24,53,0,0,6,16,3,8,3,9,5,11,3,4,4,5,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04131015,國際企業管理學系,N 修,C 二技,139,40,99,0,0,0,0,0,0,18,24,14,53,4,18,0,0,0,0,4,4,30 臺北市,2 技職
113,1006,中國文化大學,04131015,國際企業管理學系,P 進,B 學士,41,21,20,0,0,0,0,3,1,7,9,4,6,0,0,0,0,0,0,7,4,30 臺北市,1 一般
113,1006,中國文化大學,04131066,商學院企業實務管理數位碩士在職專班,N 職,M 碩士,45,20,25,0,0,7,16,6,3,0,2,5,2,0,0,2,2,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04134012,行政管理學系,D 日,B 學士,195,94,101,0,0,9,14,8,10,21,20,28,38,0,0,0,0,0,0,28,19,30 臺北市,1 一般
113,1006,中國文化大學,04134012,行政管理學系ESG永續管理學士後專班,D 日,B 學士,9,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04134062,社會企業管理碩士在職學位學程,N 職,M 碩士,48,16,32,0,0,7,17,6,13,2,1,0,1,0,0,1,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04134063,社會科學院澳門境外碩士在職專班,N 職,M 碩士,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04141041,國際貿易學系,D 日,M 碩士,23,4,19,0,0,2,5,1,9,0,4,1,0,0,0,0,1,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04141041,國際貿易學系,D 日,B 學士,349,208,141,0,0,17,26,30,22,32,13,77,54,0,0,0,0,0,0,52,26,30 臺北市,1 一般
113,1006,中國文化大學,04141041,國際貿易學系,P 進,B 學士,23,14,9,0,0,0,0,2,2,0,3,6,3,0,0,0,0,0,0,6,1,30 臺北市,1 一般
113,1006,中國文化大學,04143013,廣告學系,D 日,B 學士,367,82,285,0,0,11,40,14,48,11,47,22,91,0,0,0,0,0,0,24,59,30 臺北市,1 一般
113,1006,中國文化大學,04143013,廣告學系,P 進,B 學士,48,13,35,0,0,0,0,1,8,1,3,2,12,0,0,0,0,0,0,9,12,30 臺北市,1 一般
113,1006,中國文化大學,04143027,行銷碩士學位學程,D 日,M 碩士,35,13,22,0,0,5,8,3,6,3,3,2,3,0,0,0,2,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04143027,行銷學士學位學程,D 日,B 學士,125,56,69,1,5,14,14,12,14,12,15,17,21,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04143067,全球品牌與行銷碩士在職學位學程,N 職,M 碩士,49,10,39,0,0,2,11,6,11,2,4,0,4,0,2,0,7,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04191014,全球商務碩士學位學程,D 日,M 碩士,65,29,36,0,0,14,19,8,12,3,3,1,2,1,0,2,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04191014,全球商務學士學位學程,D 日,B 學士,175,95,80,0,0,19,20,13,7,19,20,28,28,0,0,0,0,0,0,16,5,30 臺北市,1 一般
113,1006,中國文化大學,04199064,時尚與創意產業品牌建構及經營進修學士學位學程,P 進,B 學士,201,35,166,0,0,0,0,8,56,9,46,11,46,0,0,0,0,0,0,7,18,30 臺北市,1 一般
113,1006,中國文化大學,04199123,表演藝術管理進修學士學位學程,P 進,B 學士,68,14,54,0,0,0,0,5,26,3,21,6,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04211020,法律學系,D 日,D 博士,44,32,12,0,0,4,1,1,3,4,1,4,1,2,3,2,2,15,1,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04211020,法律學系,D 日,M 碩士,277,175,102,0,0,30,14,16,14,28,19,30,28,31,12,40,15,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,04212020,法律學系,D 日,B 學士,952,476,476,0,0,92,99,90,96,75,93,131,138,0,0,0,0,0,0,88,50,30 臺北市,1 一般
113,1006,中國文化大學,04212020,法律學系,N 職,M 碩士,65,34,31,0,0,6,7,9,4,6,9,3,4,4,6,6,1,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,05111091,生命科學系,D 日,B 學士,120,65,55,0,0,11,18,12,11,11,9,14,12,0,0,0,0,0,0,17,5,30 臺北市,1 一般
113,1006,中國文化大學,05191057,保健營養學系,D 日,B 學士,180,65,115,0,0,13,24,13,18,7,17,18,32,0,0,0,0,0,0,14,24,30 臺北市,1 一般
113,1006,中國文化大學,05211127,ESG與碳資產管理學士後專班,D 日,B 學士,6,4,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,05311026,化學系應用化學碩士班,D 日,M 碩士,13,7,6,0,0,3,3,2,3,1,0,0,0,1,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,05311026,化學系,D 日,B 學士,138,106,32,0,0,26,10,16,6,11,8,29,7,0,0,0,0,0,0,24,1,30 臺北市,1 一般
113,1006,中國文化大學,05321083,土地資源學系,D 日,B 學士,151,90,61,0,0,22,6,18,9,13,18,20,21,0,0,0,0,0,0,17,7,30 臺北市,1 一般
113,1006,中國文化大學,05321112,地質學系,D 日,B 學士,95,67,28,0,0,11,9,5,6,10,6,25,5,0,0,0,0,0,0,16,2,30 臺北市,1 一般
113,1006,中國文化大學,05322097,大氣科學系,D 日,B 學士,117,91,26,0,0,22,8,19,6,11,2,24,9,0,0,0,0,0,0,15,1,30 臺北市,1 一般
113,1006,中國文化大學,05331115,光電物理學系,D 日,B 學士,140,125,15,0,0,38,2,27,5,17,1,31,4,0,0,0,0,0,0,12,3,30 臺北市,1 一般
113,1006,中國文化大學,05499114,應用數學系,D 日,B 學士,182,132,50,0,0,26,9,25,4,15,12,24,12,0,0,0,0,0,0,42,13,30 臺北市,1 一般
113,1006,中國文化大學,06131006,資訊管理學系,N 職,M 碩士,36,28,8,0,0,6,2,8,2,4,1,5,2,4,0,1,1,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,06131021,資訊工程學系,D 日,M 碩士,15,12,3,0,0,4,1,3,0,0,0,3,0,0,1,2,1,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,06131021,資訊工程學系,D 日,B 學士,428,353,75,2,2,88,27,74,14,62,13,77,16,0,0,0,0,0,0,50,3,30 臺北市,1 一般
113,1006,中國文化大學,06131124,資安管理產業碩士專班,D 日,M 碩士,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,06132006,資訊管理學系,D 日,B 學士,405,286,119,0,0,55,27,46,17,54,21,88,44,0,0,0,0,0,0,43,10,30 臺北市,1 一般
113,1006,中國文化大學,06132006,資訊管理學系,N 修,C 二技,35,19,16,0,0,0,0,0,0,9,7,8,7,1,2,0,0,0,0,1,0,30 臺北市,2 技職
113,1006,中國文化大學,06132006,資訊管理學系,P 進,B 學士,13,11,2,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,6,0,30 臺北市,1 一般
113,1006,中國文化大學,06134006,資訊管理學系,D 日,M 碩士,25,18,7,0,0,6,4,4,3,3,0,2,0,1,0,2,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,06134120,電子商務碩士學位學程,D 日,M 碩士,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,07111028,化學工程與材料工程學系,D 日,M 碩士,32,28,4,0,0,10,0,9,4,6,0,3,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,07111028,化學工程與材料工程學系,D 日,B 學士,297,233,64,0,0,59,27,47,7,25,7,65,19,0,0,0,0,0,0,37,4,30 臺北市,1 一般
113,1006,中國文化大學,07112C01,紡織產業碩士專班,D 日,M 碩士,8,5,3,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,07141085,電機工程學系,D 日,B 學士,379,333,46,2,0,91,15,71,14,59,5,72,10,0,0,0,0,0,0,38,2,30 臺北市,1 一般
113,1006,中國文化大學,07151107,機械工程學系數位機電碩士班,D 日,M 碩士,18,18,0,0,0,7,0,6,0,3,0,0,0,2,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,07151107,機械工程學系,D 日,B 學士,283,263,20,1,0,77,7,46,3,19,5,82,1,0,0,0,0,0,0,38,4,30 臺北市,1 一般
113,1006,中國文化大學,07192108,紡織工程學系,D 日,B 學士,114,81,33,0,0,14,8,8,2,20,6,24,11,0,0,0,0,0,0,15,6,30 臺北市,1 一般
113,1006,中國文化大學,07311068,建築及都市設計學系,D 日,D 博士,26,18,8,0,0,2,0,2,2,3,1,2,1,3,1,3,1,3,2,0,0,30 臺北市,1 一般
113,1006,中國文化大學,07311068,建築及都市設計學系,D 日,M 碩士,31,21,10,0,0,9,1,7,2,1,1,1,3,2,1,1,2,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,07311068,建築及都市設計學系,D 日,B 學士,227,127,100,0,0,23,22,15,14,21,11,27,20,24,15,0,0,0,0,17,18,30 臺北市,1 一般
113,1006,中國文化大學,07311068,建築及都市設計學系室內設計二年制在職專班,N 修,C 二技,21,12,9,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
113,1006,中國文化大學,07312103,景觀學系,D 日,M 碩士,6,2,4,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,07312103,景觀學系,D 日,B 學士,129,61,68,0,0,11,14,13,16,9,7,17,15,0,0,0,0,0,0,11,16,30 臺北市,1 一般
113,1006,中國文化大學,07313118,都市計劃與開發管理學系,D 日,M 碩士,27,12,15,0,0,3,6,3,6,3,2,2,0,1,1,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,07313118,都市計劃與開發管理學系,D 日,B 學士,126,95,31,0,0,18,5,19,10,17,7,28,5,0,0,0,0,0,0,13,4,30 臺北市,1 一般
113,1006,中國文化大學,08112116,動物科學系,D 日,B 學士,163,78,85,0,0,21,21,17,17,7,18,21,21,0,0,0,0,0,0,12,8,30 臺北市,1 一般
113,1006,中國文化大學,08121106,園藝暨生物技術學系,D 日,B 學士,114,63,51,0,0,10,9,4,10,16,8,17,13,0,0,0,0,0,0,16,11,30 臺北市,1 一般
113,1006,中國文化大學,08192102,生物科技研究所,D 日,M 碩士,23,17,6,0,0,6,2,2,1,2,0,2,3,2,0,3,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,08211054,森林暨自然保育學系,D 日,B 學士,144,91,53,0,0,19,8,16,9,17,12,22,13,0,0,0,0,0,0,17,11,30 臺北市,1 一般
113,1006,中國文化大學,09221069,青少年兒童福利碩士學位學程,N 職,M 碩士,55,4,51,0,0,0,18,2,13,1,3,1,8,0,6,0,3,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,09299082,社會福利學系,D 日,M 碩士,7,4,3,0,0,0,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,09299082,社會福利學系社會工作學士後多元專長培力課程專班,D 日,B 學士,15,3,12,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,09299082,社會福利學系,D 日,B 學士,248,94,154,0,0,12,13,12,20,14,28,35,71,0,0,0,0,0,0,21,22,30 臺北市,1 一般
113,1006,中國文化大學,10111090,生活應用科學系,D 日,M 碩士,23,6,17,0,0,0,1,2,2,1,5,0,3,1,2,2,4,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,10111090,生活應用科學系,D 日,B 學士,185,100,85,0,0,7,14,27,21,15,15,37,22,0,0,0,0,0,0,14,13,30 臺北市,1 一般
113,1006,中國文化大學,10111090,生活應用科學系,N 職,M 碩士,44,5,39,0,0,1,13,1,12,1,5,0,2,0,3,2,4,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,10141002,技擊運動暨國術學系,D 日,B 學士,105,84,21,0,0,0,0,0,0,24,7,29,8,0,0,0,0,0,0,31,6,30 臺北市,1 一般
113,1006,中國文化大學,10142093,運動與健康促進學系,D 日,B 學士,158,88,70,0,0,0,0,0,1,29,21,28,21,0,0,0,0,0,0,31,27,30 臺北市,1 一般
113,1006,中國文化大學,10142125,體育運動健康學院不分系學士班,D 日,B 學士,189,116,73,0,0,57,36,59,37,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,10151005,觀光事業學系,D 日,M 碩士,31,9,22,0,0,3,9,0,1,4,3,0,3,1,3,1,3,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,10151005,觀光事業學系,D 日,B 學士,360,133,227,6,21,17,26,20,35,20,30,34,74,0,0,0,0,0,0,36,41,30 臺北市,1 一般
113,1006,中國文化大學,10151005,觀光事業學系觀光休閒事業碩士在職專班,N 職,M 碩士,44,14,30,0,0,3,0,1,12,3,7,3,2,2,7,2,2,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,10151070,休閒事業管理學士學位學程,P 進,B 學士,138,64,74,0,0,0,0,19,17,10,26,21,18,0,0,0,0,0,0,14,13,30 臺北市,1 一般
113,1006,中國文化大學,10413119,航空管理碩士學位學程,D 日,M 碩士,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,30 臺北市,1 一般
113,1006,中國文化大學,99999071,不分系招生,P 進,B 學士,328,127,201,0,0,87,184,18,12,7,4,6,0,0,0,0,0,0,0,9,1,30 臺北市,1 一般
113,1007,逢甲大學,02124007,室內設計學士學位學程,D 日,B 學士,92,38,54,0,0,16,24,0,0,9,17,9,8,0,0,0,0,0,0,4,5,19 臺中市,1 一般
113,1007,逢甲大學,02124007,室內設計進修學士班,P 進,B 學士,135,62,73,0,0,13,20,15,19,6,13,18,13,0,0,0,0,0,0,10,8,19 臺中市,1 一般
113,1007,逢甲大學,02221003,歷史與文物研究所,D 日,M 碩士,11,8,3,0,0,0,0,0,0,1,0,3,2,2,0,2,1,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,02299113,文化與社會創新碩士學位學程,D 日,M 碩士,31,18,13,0,0,5,2,5,6,5,2,3,3,0,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,02311002,外國語文學系英語文研究碩士班,D 日,M 碩士,23,8,15,0,0,4,5,3,2,1,2,0,6,0,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,02311002,外國語文學系,D 日,B 學士,386,161,225,0,0,39,54,33,52,35,52,41,61,0,0,0,0,0,0,13,6,19 臺中市,1 一般
113,1007,逢甲大學,02322001,中國文學系,D 日,D 博士,34,15,19,0,0,2,3,4,1,2,4,3,2,1,2,1,2,2,5,0,0,19 臺中市,1 一般
113,1007,逢甲大學,02322001,中國文學系,D 日,M 碩士,28,9,19,0,0,3,4,0,4,3,2,3,6,0,2,0,1,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,02322001,中國文學系,D 日,B 學士,217,54,163,0,0,14,37,11,42,9,42,14,37,0,0,0,0,0,0,6,5,19 臺中市,1 一般
113,1007,逢甲大學,03111009,經濟學系,D 日,M 碩士,20,13,7,0,0,7,4,1,2,1,0,3,1,1,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,03111009,經濟學系,D 日,B 學士,447,243,204,0,0,64,40,59,48,53,46,51,59,0,0,0,0,0,0,16,11,19 臺中市,1 一般
113,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,D 日,M 碩士,25,4,21,0,0,2,9,1,9,0,3,1,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,03111012,合作經濟暨社會事業經營學系,D 日,B 學士,248,69,179,0,0,16,45,15,45,20,43,15,42,0,0,0,0,0,0,3,4,19 臺中市,1 一般
113,1007,逢甲大學,04111017,會計學系,D 日,M 碩士,37,20,17,0,0,10,12,10,3,0,2,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,04111017,會計學系,D 日,B 學士,733,203,530,0,0,49,121,48,129,48,128,51,134,0,0,0,0,0,0,7,18,19 臺中市,1 一般
113,1007,逢甲大學,04121025,財務金融學系,D 日,M 碩士,45,15,30,0,0,6,17,8,9,1,0,0,2,0,2,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,04121025,財務金融學系,D 日,B 學士,740,342,398,0,0,71,85,85,91,95,105,79,110,0,0,0,0,0,0,12,7,19 臺中市,1 一般
113,1007,逢甲大學,04121026,金融博士學位學程,D 日,D 博士,40,20,20,0,0,6,6,6,6,4,8,1,0,0,0,1,0,2,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,04121026,金融碩士在職學位學程,N 職,M 碩士,65,30,35,0,0,15,17,13,16,1,2,0,0,1,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,04121028,財務工程與精算學士學位學程,D 日,B 學士,209,100,109,0,0,19,29,21,28,30,25,23,27,0,0,0,0,0,0,7,0,19 臺中市,1 一般
113,1007,逢甲大學,04122032,財稅學系,D 日,M 碩士,17,5,12,0,0,5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,04122032,財稅學系,D 日,B 學士,477,165,312,0,0,41,70,49,73,49,74,25,88,0,0,0,0,0,0,1,7,19 臺中市,1 一般
113,1007,逢甲大學,04123029,風險管理與保險學系,D 日,M 碩士,35,16,19,0,0,5,12,10,5,1,2,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,04123029,風險管理與保險學系,D 日,B 學士,427,188,239,0,0,43,55,52,55,39,62,42,63,0,0,0,0,0,0,12,4,19 臺中市,1 一般
113,1007,逢甲大學,04131019,企業管理學系,D 日,M 碩士,43,18,25,0,0,4,12,11,9,2,1,1,3,0,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,04131019,企業管理學系,D 日,B 學士,573,265,308,0,0,52,59,67,68,55,77,66,82,0,0,0,0,0,0,25,22,19 臺中市,1 一般
113,1007,逢甲大學,04131020,經營管理碩士在職學位學程,N 職,M 碩士,375,198,177,0,0,78,58,85,86,22,24,3,5,6,2,4,2,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,04131021,國際企業管理全英語學士學位學程,D 日,B 學士,240,110,130,0,0,30,30,23,36,29,42,28,22,0,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,04134086,土地管理學系,D 日,M 碩士,33,20,13,0,0,4,5,10,3,4,4,2,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
113,1007,逢甲大學,04134086,土地管理學系,D 日,B 學士,468,215,253,0,0,53,57,48,59,58,60,44,69,0,0,0,0,0,0,12,8,19 臺中市,1 一般
113,1007,逢甲大學,04134086,土地管理學系,N 職,M 碩士,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19 臺中市,1 一般
